Kraj,Kandidatka,PoradiKand,KandJmeno,Povolani,Bydliste,KandVek,Hlasy,Procenta,Mandat,PoradiVysl,Prislusnost,NavrhujiciStrana,URL
1,1,54,Barták Jan  JUDr.,právník,Čelákovice,61,125,0.22,0,44,BEZPP,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=1&xstrana=1&xv=1&xt=1
1,1,47,Beneš Milan,technik,Bělá pod Bezdězem,42,143,0.26,0,37,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=1&xstrana=1&xv=1&xt=1
1,1,43,Bláha Miloš,zaměstnanec ČD,Pečky,42,267,0.48,0,33,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=1&xstrana=1&xv=1&xt=1
1,1,59,Bradáč Antonín,zaměstnanec BA,Bečváry,52,115,0.21,0,49,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=1&xstrana=1&xv=1&xt=1
1,1,64,Carvan Rudolf  Bc.,státní zaměstnanec,Kladno,52,96,0.17,0,54,BEZPP,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=1&xstrana=1&xv=1&xt=1
1,1,10,Cinka Ivan  Mgr.,novinář,Benešov,51,680,1.24,1,10,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=1&xstrana=1&xv=1&xt=1
1,1,57,Čechák Vilém  Ing.,dopravní technik,Olbramovice,68,180,0.32,0,47,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=1&xstrana=1&xv=1&xt=1
1,1,39,Červenka Tomáš,autodopravce,Chlumín,39,112,0.20,0,29,BEZPP,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=1&xstrana=1&xv=1&xt=1
1,1,70,Dolejší Jaroslava,úřednice,Slaný,61,116,0.21,0,60,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=1&xstrana=1&xv=1&xt=1
1,1,23,Dovolil Josef  Ing.,podnikatel,Mladá Boleslav,51,550,1.00,0,13,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=1&xstrana=1&xv=1&xt=1
1,1,50,Duník Vladimír,mistr,Čelákovice,51,158,0.28,0,40,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=1&xstrana=1&xv=1&xt=1
1,1,3,Fialová Jiřina,poslankyně,Vraňany,58,1418,2.59,1,3,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=1&xstrana=1&xv=1&xt=1
1,1,44,Franta Bohumil,vedoucí obchodního střediska,Olbramovice,43,123,0.22,0,34,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=1&xstrana=1&xv=1&xt=1
1,1,45,Fryčer Jan,bezpečnostní technik,Úvaly,44,70,0.12,0,35,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=1&xstrana=1&xv=1&xt=1
1,1,28,Grospičová Alena,dělnice,Mladá Boleslav,51,1095,2.00,0,18,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=1&xstrana=1&xv=1&xt=1
1,1,30,Hájková Alžběta,úřednice,Kounice,47,137,0.25,0,20,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=1&xstrana=1&xv=1&xt=1
1,1,7,Hajleková Zdeňka  Ing.,lesní inženýrka,Brandýs nad Labem-Stará Boleslav,49,865,1.58,1,7,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=1&xstrana=1&xv=1&xt=1
1,1,41,Hála Josef  RSDr.,starosta,Jince,55,594,1.08,0,31,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=1&xstrana=1&xv=1&xt=1
1,1,51,Hermann Vladimír  JUDr.,právník,Kosmonosy,60,229,0.41,0,41,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=1&xstrana=1&xv=1&xt=1
1,1,32,Hlaváček Josef,ekonom,Milovice,41,250,0.45,0,22,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=1&xstrana=1&xv=1&xt=1
1,1,42,Hnyková Jitka,prodavačka,Kutná Hora,36,300,0.54,0,32,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=1&xstrana=1&xv=1&xt=1
1,1,18,Hofmann Ondřej,vlakvedoucí,Rakovník,23,713,1.30,0,8,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=1&xstrana=1&xv=1&xt=1
1,1,12,Horváthová Hana,odborná referentka,Zruč nad Sázavou,54,337,0.61,0,2,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=1&xstrana=1&xv=1&xt=1
1,1,60,Hroníková Eva,prodavačka,Kladno,53,212,0.38,0,50,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=1&xstrana=1&xv=1&xt=1
1,1,5,Hubený Pavel,starosta,Hudlice,54,820,1.50,1,5,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=1&xstrana=1&xv=1&xt=1
1,1,26,Humlová Jiřina  Mgr.,právnička,Příbram,50,1152,2.11,0,16,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=1&xstrana=1&xv=1&xt=1
1,1,52,Hyka Drahoslav,pilot,Obříství,60,208,0.38,0,42,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=1&xstrana=1&xv=1&xt=1
1,1,22,Janík Jaromír,dělník,Davle,50,344,0.63,0,12,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=1&xstrana=1&xv=1&xt=1
1,1,62,Jelínek Jaroslav,dělník- seřizovač,Sadská,56,131,0.23,0,52,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=1&xstrana=1&xv=1&xt=1
1,1,8,Jetenský Pavel  Ing.,ekonom,Kostelec nad Černými Lesy,55,903,1.65,1,8,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=1&xstrana=1&xv=1&xt=1
1,1,16,Klán Jan  Bc.,student,Záboří nad Labem,25,397,0.72,0,6,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=1&xstrana=1&xv=1&xt=1
1,1,20,Klasová Jana  RSDr.,podnikatelka,Slaný,62,546,1.00,0,10,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=1&xstrana=1&xv=1&xt=1
1,1,29,Klement Josef,zámečník,Nová Ves,28,463,0.84,0,19,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=1&xstrana=1&xv=1&xt=1
1,1,37,Kohout Václav,prodavač,Lysá nad Labem,30,229,0.41,0,27,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=1&xstrana=1&xv=1&xt=1
1,1,25,Kostková Martina  Mgr.,právnička,Kladno,29,638,1.16,0,15,BEZPP,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=1&xstrana=1&xv=1&xt=1
1,1,19,Košnar Vladislav  JUDr.,právník,Tři Dvory,55,434,0.79,0,9,BEZPP,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=1&xstrana=1&xv=1&xt=1
1,1,17,Krejčová Marie,politická pracovnice,Vlašim,50,317,0.58,0,7,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=1&xstrana=1&xv=1&xt=1
1,1,13,Krško Jan  Mgr.,archivář,Lužná,36,555,1.01,0,3,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=1&xstrana=1&xv=1&xt=1
1,1,4,Kudrna Luboš  MVDr.,veterinární lékař,Hostivice,47,1199,2.19,1,4,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=1&xstrana=1&xv=1&xt=1
1,1,53,Masár Július,politický pracovník,Čelákovice,60,97,0.17,0,43,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=1&xstrana=1&xv=1&xt=1
1,1,2,Milata Zdeněk  Mgr.,vychovatel,Milovice,28,1642,3.00,1,2,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=1&xstrana=1&xv=1&xt=1
1,1,46,Moucha Vladimír  Ing.,ekonomický poradce,Kladno,53,341,0.62,0,36,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=1&xstrana=1&xv=1&xt=1
1,1,66,Mrkvička Josef,lisař,Žleby,55,88,0.16,0,56,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=1&xstrana=1&xv=1&xt=1
1,1,6,Nekovářová Zuzana,starostka,Všejany,45,554,1.01,1,6,BEZPP,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=1&xstrana=1&xv=1&xt=1
1,1,38,Pavlíková Kateřina,dělnice,Nové Dvory,34,354,0.64,0,28,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=1&xstrana=1&xv=1&xt=1
1,1,11,Peška Ladislav  RNDr.,ředitel CK,Slaný,50,707,1.29,0,1,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=1&xstrana=1&xv=1&xt=1
1,1,49,Podaná Jana,operátorka,Petrovice I,48,130,0.23,0,39,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=1&xstrana=1&xv=1&xt=1
1,1,68,Pokorný Vladimír,mistr výroby,Kladno,58,164,0.30,0,58,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=1&xstrana=1&xv=1&xt=1
1,1,48,Ryzáková Ilona,vedoucí objektu soc. služeb,Cerhenice,46,129,0.23,0,38,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=1&xstrana=1&xv=1&xt=1
1,1,27,Sarauer Miloš,počítačový technik,Kolín,27,364,0.66,0,17,BEZPP,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=1&xstrana=1&xv=1&xt=1
1,1,36,Skála Karel,konstruktér,Mladá Boleslav,66,708,1.29,0,26,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=1&xstrana=1&xv=1&xt=1
1,1,21,Slavíček Josef,starosta obce,Choťovice,57,260,0.47,0,11,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=1&xstrana=1&xv=1&xt=1
1,1,65,Spálenka Bohumil,výpravčí ČD,Votice,54,146,0.26,0,55,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=1&xstrana=1&xv=1&xt=1
1,1,61,Stejskal Jiří  RSDr.,obchodní zástupce,Nymburk,54,132,0.24,0,51,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=1&xstrana=1&xv=1&xt=1
1,1,69,Strejcová Marie,úřednice,Beroun,59,157,0.28,0,59,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=1&xstrana=1&xv=1&xt=1
1,1,63,Strnad Ladislav  Doc. Ing. CSc.,VŠ učitel,Beroun,66,280,0.51,0,53,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=1&xstrana=1&xv=1&xt=1
1,1,40,Suchý Tomáš  Ing.,učitel,Mladá Boleslav,40,437,0.80,0,30,BEZPP,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=1&xstrana=1&xv=1&xt=1
1,1,9,Svoboda Jiří  RSDr.,podnikatel,Příbram,56,902,1.65,1,9,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=1&xstrana=1&xv=1&xt=1
1,1,31,Šedivá Hana,úřednice,Vysoký Újezd,30,118,0.21,0,21,BEZPP,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=1&xstrana=1&xv=1&xt=1
1,1,33,Škorpík Martin  Ing.,stavební technik,Kolín,46,396,0.72,0,23,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=1&xstrana=1&xv=1&xt=1
1,1,15,Štefek Zdeněk  Ing.,správce PC sítě,Buštěhrad,33,680,1.24,0,5,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=1&xstrana=1&xv=1&xt=1
1,1,56,Truxová Dagmar  Ing. CSc.,odborná referentka,Roztoky,63,130,0.23,0,46,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=1&xstrana=1&xv=1&xt=1
1,1,67,Urbanová Pavlína,zootechnik,Ruda,56,159,0.29,0,57,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=1&xstrana=1&xv=1&xt=1
1,1,34,Václavů Jindřiška  JUDr.,právník,Zásmuky,52,207,0.37,0,24,BEZPP,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=1&xstrana=1&xv=1&xt=1
1,1,55,Vašák Jan  Prof. Ing. CSc.,vědecký pracovník,Kralupy nad Vltavou,62,306,0.56,0,45,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=1&xstrana=1&xv=1&xt=1
1,1,14,Vojtová Hana  Mgr.,učitelka,Neratovice,42,629,1.15,0,4,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=1&xstrana=1&xv=1&xt=1
1,1,58,Vokolek Luboš,pracovník logistiky,Budiměřice,45,81,0.14,0,48,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=1&xstrana=1&xv=1&xt=1
1,1,1,Vondrášek Josef  Ing.,starosta,Rožmitál pod Třemšínem,58,2845,5.21,1,1,BEZPP,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=1&xstrana=1&xv=1&xt=1
1,1,35,Zima Vladislav  Ing.,programátor- analytik,Kunice,52,74,0.13,0,25,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=1&xstrana=1&xv=1&xt=1
1,1,24,Žalud Ladislav  Ing.,chemik,Hořovice,67,322,0.58,0,14,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=1&xstrana=1&xv=1&xt=1
2,1,2,Baborová Vítězslava  Mgr.,učitelka,Radomyšl,54,1361,4.18,1,2,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=2&xstrana=1&xv=1&xt=1
2,1,1,Braný Petr  RSDr.,poslanec PS PČR,České Budějovice,57,2123,6.53,1,1,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=2&xstrana=1&xv=1&xt=1
2,1,24,Bubeník Jindřich,strojvedoucí,Chýnov,58,274,0.84,0,14,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=2&xstrana=1&xv=1&xt=1
2,1,47,Cigánek Jiří  Ing.,lesník,Volary,52,237,0.72,0,37,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=2&xstrana=1&xv=1&xt=1
2,1,6,Dvořák Luboš  JUDr.,nezaměstnaný,Vyšší Brod,51,480,1.47,1,6,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=2&xstrana=1&xv=1&xt=1
2,1,4,Ebert Václav,živnostník,Tábor,34,904,2.78,1,4,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=2&xstrana=1&xv=1&xt=1
2,1,11,Filipová Hana,administrativní prac.,Bechyně,48,270,0.83,0,1,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=2&xstrana=1&xv=1&xt=1
2,1,45,Frýba Eduard  Ing.,strojní technik,Týn nad Vltavou,56,152,0.46,0,35,BEZPP,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=2&xstrana=1&xv=1&xt=1
2,1,21,Ginzel Josef,elektromechanik,Loučovice,40,161,0.49,0,11,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=2&xstrana=1&xv=1&xt=1
2,1,42,Hrbková Olga  Ing.,agronomka,Strmilov,52,243,0.74,0,32,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=2&xstrana=1&xv=1&xt=1
2,1,15,Hrdličková Miroslava  Ing.,ekologický poradce,Kestřany,52,225,0.69,0,5,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=2&xstrana=1&xv=1&xt=1
2,1,49,Hrdý Jan,předseda předst. ZD,České Budějovice,63,145,0.44,0,39,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=2&xstrana=1&xv=1&xt=1
2,1,54,Hrůzová Zdena,pedagog. pracovnice,Prachatice,59,155,0.47,0,44,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=2&xstrana=1&xv=1&xt=1
2,1,19,Chmel Jan  Ing.,zemědělský mechanizátor,Lišov,51,219,0.67,0,9,BEZPP,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=2&xstrana=1&xv=1&xt=1
2,1,27,Jakl Josef,podnikatel,Heřmaň,66,43,0.13,0,17,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=2&xstrana=1&xv=1&xt=1
2,1,30,Janáček Petr,logistik,Volary,34,139,0.42,0,20,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=2&xstrana=1&xv=1&xt=1
2,1,13,Jaroš Miroslav  Mgr.,učitel SŠ,Týn nad Vltavou,67,355,1.09,0,3,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=2&xstrana=1&xv=1&xt=1
2,1,35,Jirousová Taťána  MUDr.,lékařka,Soběslav,54,1178,3.62,0,25,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=2&xstrana=1&xv=1&xt=1
2,1,12,Kaloš Josef,místostarosta,Kaplice,61,372,1.14,0,2,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=2&xstrana=1&xv=1&xt=1
2,1,26,Klouda Vladimír  Ing.,lesník,Prachatice,57,422,1.29,0,16,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=2&xstrana=1&xv=1&xt=1
2,1,60,Korda František  Ing.,podnikatel,Třeboň,57,75,0.23,0,50,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=2&xstrana=1&xv=1&xt=1
2,1,58,Kotalík Jiří  RSDr.,jednatel firmy,Milevsko,55,159,0.48,0,48,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=2&xstrana=1&xv=1&xt=1
2,1,25,Kozáková Jana,vedoucí prodejny,Písek,54,236,0.72,0,15,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=2&xstrana=1&xv=1&xt=1
2,1,8,Kučera Václav,starosta,Horní Stropnice,55,664,2.04,1,8,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=2&xstrana=1&xv=1&xt=1
2,1,59,Kučerová Anna,dělnice,České Budějovice,56,99,0.30,0,49,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=2&xstrana=1&xv=1&xt=1
2,1,22,Leštianský František,vedoucí provozovny,Nové Hrady,58,160,0.49,0,12,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=2&xstrana=1&xv=1&xt=1
2,1,31,Massař Pavel,dělník,Český Krumlov,25,244,0.75,0,21,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=2&xstrana=1&xv=1&xt=1
2,1,48,Michalec Jan,starosta,Bavorov,63,137,0.42,0,38,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=2&xstrana=1&xv=1&xt=1
2,1,23,Míka Stanislav,dispečer,Jindřichův Hradec,26,286,0.88,0,13,BEZPP,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=2&xstrana=1&xv=1&xt=1
2,1,40,Mondeková Eva,archivářka,České Budějovice,49,119,0.36,0,30,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=2&xstrana=1&xv=1&xt=1
2,1,29,Nekovářová Jana,účetní,Sezimovo Ústí,56,130,0.40,0,19,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=2&xstrana=1&xv=1&xt=1
2,1,10,Nohavová Alena,učitelka MŠ,Třeboň,48,561,1.72,1,10,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=2&xstrana=1&xv=1&xt=1
2,1,57,Novotná Růžena,dispečerka,Tábor,57,59,0.18,0,47,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=2&xstrana=1&xv=1&xt=1
2,1,53,Pavliš Josef,ekologický pracovník,České Budějovice,56,74,0.22,0,43,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=2&xstrana=1&xv=1&xt=1
2,1,39,Pehe Jan,podnikatel,Soběslav,64,155,0.47,0,29,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=2&xstrana=1&xv=1&xt=1
2,1,51,Perk Lukáš,technik,Český Krumlov,25,133,0.40,0,41,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=2&xstrana=1&xv=1&xt=1
2,1,43,Píchová Jarmila  PhDr.,admin. pracovnice,Tábor,50,109,0.33,0,33,BEZPP,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=2&xstrana=1&xv=1&xt=1
2,1,55,Pluner Jaroslav,technik,Bechyně,58,37,0.11,0,45,BEZPP,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=2&xstrana=1&xv=1&xt=1
2,1,5,Počtová Lucie,studentka,České Budějovice,22,511,1.57,1,5,BEZPP,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=2&xstrana=1&xv=1&xt=1
2,1,46,Prokeš Stanislav,učitel ZŠ,Slavonice,56,126,0.38,0,36,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=2&xstrana=1&xv=1&xt=1
2,1,18,Punčochářová Jana,studentka,Sezimovo Ústí,18,507,1.56,0,8,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=2&xstrana=1&xv=1&xt=1
2,1,36,Rejnart Václav  Ing.,jednatel,Týn nad Vltavou,52,136,0.41,0,26,BEZPP,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=2&xstrana=1&xv=1&xt=1
2,1,38,Rod Josef,starosta,Studená,62,186,0.57,0,28,BEZPP,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=2&xstrana=1&xv=1&xt=1
2,1,14,Rodinová Hana  Ing.,studentka,Osek,27,435,1.33,0,4,BEZPP,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=2&xstrana=1&xv=1&xt=1
2,1,7,Sedláček Stanislav,starosta,Sepekov,61,607,1.86,1,7,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=2&xstrana=1&xv=1&xt=1
2,1,34,Slanec Josef,prodavač,Písek,54,183,0.56,0,24,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=2&xstrana=1&xv=1&xt=1
2,1,37,Smeták Václav,politický prac.,Blatná,64,134,0.41,0,27,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=2&xstrana=1&xv=1&xt=1
2,1,50,Šareš Vladimír,starosta,Dobev,59,100,0.30,0,40,KSČM,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=2&xstrana=1&xv=1&xt=1
2,1,32,Šlahúnková Pavla,studentka,Trhové Sviny,20,133,0.40,0,22,BEZPP,KSČM,http://volby.cz/pls/kz2008/kz111?xjazyk=CZ&xdatum=20081017&xkraj=2&xstrana=1&xv=1&xt=1
