Kraj,Kandidatka,PoradiKand,KandJmeno,Povolani,Bydliste,KandVek,Hlasy,Procenta,Mandat,PoradiVysl,Prislusnost,NavrhujiciStrana,URL
1,1,18,Balík Michael  Ing. CSc.,"stav. inženýr, egyptolog",Praha,67,28,2.24,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=1&xstrana=1&xv=1&xt=1
1,1,29,Bartoň Pavel  Ing.,ředitel firmy,Praha,57,7,0.56,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=1&xstrana=1&xv=1&xt=1
1,1,34,Beran Jaroslav,živnostník,Praha,39,7,0.56,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=1&xstrana=1&xv=1&xt=1
1,1,3,Bílek Petr  Ing. arch.,architekt,Praha,63,77,6.17,0,,Občané,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=1&xstrana=1&xv=1&xt=1
1,1,33,Bodešínský Pavel,senior - admin. pracovník,Praha,65,6,0.48,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=1&xstrana=1&xv=1&xt=1
1,1,11,Domlátil Jiří  Ing.,"místopředseda KAN, stav. ing",Praha,64,17,1.36,0,,KAN,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=1&xstrana=1&xv=1&xt=1
1,1,32,Fischová Blanka,asistentka,Praha,49,15,1.20,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=1&xstrana=1&xv=1&xt=1
1,1,15,Halmanová Mariana  Bc.,student VŠ,Praha,26,29,2.32,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=1&xstrana=1&xv=1&xt=1
1,1,25,Hálová Kamila,"manikérka, pedikérka",Praha,42,7,0.56,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=1&xstrana=1&xv=1&xt=1
1,1,4,Havlena Petr  Ing.,podnikatel,Praha,59,43,3.45,0,,Občané,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=1&xstrana=1&xv=1&xt=1
1,1,1,Havlík Peter,předseda OBČANÉ.CZ,Praha,51,162,13.00,0,,Občané,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=1&xstrana=1&xv=1&xt=1
1,1,7,Hazmuková Jana  JUDr.,komerční právnička,Praha,50,28,2.24,0,,Občané,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=1&xstrana=1&xv=1&xt=1
1,1,10,Herold Martin  MUDr.,lékař,Praha,49,37,2.96,0,,Občané,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=1&xstrana=1&xv=1&xt=1
1,1,5,Holba Pavel  Ing. CSc.,"předseda KAN, vědec",Praha,69,43,3.45,0,,KAN,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=1&xstrana=1&xv=1&xt=1
1,1,24,Hons Robert  Mgr.,geolog,Praha,42,14,1.12,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=1&xstrana=1&xv=1&xt=1
1,1,23,Hřeben Josef  Mgr.,státní zaměstnanec,Praha,45,9,0.72,0,,Občané,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=1&xstrana=1&xv=1&xt=1
1,1,16,Chalupská Svatava,režie zvuku,Praha,78,6,0.48,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=1&xstrana=1&xv=1&xt=1
1,1,27,Karlík Vladimír  Ing.,jednatel stavební firmy,Praha,65,4,0.32,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=1&xstrana=1&xv=1&xt=1
1,1,30,Koutníková Lucie,studentka,Praha,25,22,1.76,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=1&xstrana=1&xv=1&xt=1
1,1,8,Machač Jiří  Ing.,ekonom,Sulice,61,23,1.84,0,,KAN,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=1&xstrana=1&xv=1&xt=1
1,1,13,"Mandysová Eva  Doc., MUDr. CSc.",lékařka,Praha,59,50,4.01,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=1&xstrana=1&xv=1&xt=1
1,1,9,"Matzner Jiří  JUDr. PhD, LLM",advokát,Praha,35,44,3.53,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=1&xstrana=1&xv=1&xt=1
1,1,22,Pacholík Rudolf  Ing.,podnikatel,Praha,64,4,0.32,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=1&xstrana=1&xv=1&xt=1
1,1,20,Palečková Jana  JUDr.,advokátka,Praha,50,28,2.24,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=1&xstrana=1&xv=1&xt=1
1,1,35,Pazdera František  Mgr.,"architekt, dizajnér",Praha,62,13,1.04,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=1&xstrana=1&xv=1&xt=1
1,1,2,Pilný Ivan  Ing.,"konzultant,manažer,podnikatel",Praha,65,100,8.02,0,,Občané,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=1&xstrana=1&xv=1&xt=1
1,1,26,Průšová Marta,zdravotní sestra,Praha,40,30,2.40,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=1&xstrana=1&xv=1&xt=1
1,1,14,Říha Petr  Ing.,místostarosta MČ,Praha,57,14,1.12,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=1&xstrana=1&xv=1&xt=1
1,1,31,Sedláková Věra,žena v domácnosti,Praha,67,8,0.64,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=1&xstrana=1&xv=1&xt=1
1,1,36,Svatoň Pavel  Ing.,soudní znalec v dopravě,Praha,56,18,1.44,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=1&xstrana=1&xv=1&xt=1
1,1,28,Turek Jaroslav,grafik,Praha,56,5,0.40,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=1&xstrana=1&xv=1&xt=1
1,1,6,Utěšilová Ivana  Ing.,ekonomka,Praha,44,71,5.69,0,,Občané,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=1&xstrana=1&xv=1&xt=1
1,1,12,Valigurský Leoš  Mgr.,"geolog, kamnář, pedagog",Praha,39,22,1.76,0,,Občané,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=1&xstrana=1&xv=1&xt=1
1,1,19,Vaňásek František  Mgr.,majitel reklamního fotostudia,Praha,57,11,0.88,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=1&xstrana=1&xv=1&xt=1
1,1,21,Vycpálková Blanka,zdravotní sestra,Praha,39,42,3.37,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=1&xstrana=1&xv=1&xt=1
1,1,17,Zemek Josef  Mgr.,"učitel ČJ, RJ, ČJ pro ciz.",Praha,36,18,1.44,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=1&xstrana=1&xv=1&xt=1
2,1,12,Bílek Josef,security manažer,Kralupy nad Vltavou,36,18,1.03,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=2&xstrana=1&xv=1&xt=1
2,1,6,Bílková Šárka  MUDr.,praktická lékařka,Slaný,47,79,4.56,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=2&xstrana=1&xv=1&xt=1
2,1,14,Boháček Vladimír,hudebník,Praha,61,10,0.57,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=2&xstrana=1&xv=1&xt=1
2,1,10,Borovanová Petra,produkční,Praha,32,26,1.50,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=2&xstrana=1&xv=1&xt=1
2,1,29,Durajová Lada,manažerka hotelu,Praha,32,49,2.82,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=2&xstrana=1&xv=1&xt=1
2,1,32,Francl Luboš,podnikatel,Praha,33,23,1.32,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=2&xstrana=1&xv=1&xt=1
2,1,4,Gaydoš Miroslav  Ing.,podnikatel,Praha,56,11,0.63,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=2&xstrana=1&xv=1&xt=1
2,1,1,Halman Libor  Ing.,podnikatel,Praha,54,47,2.71,0,,Občané,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=2&xstrana=1&xv=1&xt=1
2,1,27,Halmanová Natalie,studentka MUP,Praha,22,44,2.54,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=2&xstrana=1&xv=1&xt=1
2,1,19,Hašková Petra  Ing.,finanční poradkyně,Nučice,32,45,2.59,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=2&xstrana=1&xv=1&xt=1
2,1,18,Havelka Jan  Ing.,podnikatel,Nová Ves pod Pleší,43,30,1.73,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=2&xstrana=1&xv=1&xt=1
2,1,25,Havelková Romana,podnikatelka,Nová Ves pod Pleší,39,18,1.03,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=2&xstrana=1&xv=1&xt=1
2,1,7,Havlenová Monika  Ing.,manažerka,Praha,32,21,1.21,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=2&xstrana=1&xv=1&xt=1
2,1,20,Havránek Václav,stavební technik,Bratčice,51,32,1.84,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=2&xstrana=1&xv=1&xt=1
2,1,30,Hrabák Aleš,manažer,Jirkov,29,26,1.50,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=2&xstrana=1&xv=1&xt=1
2,1,21,Kos Jiří,seřizovač,Čenkov,46,30,1.73,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=2&xstrana=1&xv=1&xt=1
2,1,2,Krausová Natalia,podnikatelka,Praha,37,36,2.07,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=2&xstrana=1&xv=1&xt=1
2,1,13,Květoňová Kristýna  Ing.,zahradní inženýrka,Praha,29,52,3.00,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=2&xstrana=1&xv=1&xt=1
2,1,3,Linhart Jaroslav  Ing.,ředitel pro výstavbu,Buštěhrad,46,26,1.50,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=2&xstrana=1&xv=1&xt=1
2,1,5,Mirka Vladimír  MUDr.,lékař,Kladno,55,57,3.29,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=2&xstrana=1&xv=1&xt=1
2,1,28,Píchová Andrea,administrativní pracovnice,Stříbrná Skalice,31,50,2.88,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=2&xstrana=1&xv=1&xt=1
2,1,8,Pilná Květoslava,programátorka,Nová Ves pod Pleší,53,25,1.44,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=2&xstrana=1&xv=1&xt=1
2,1,9,Polanecký Josef,živnostník,Kladno,65,18,1.03,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=2&xstrana=1&xv=1&xt=1
2,1,17,Prášek Miroslav,servisní technik,Bratčice,59,25,1.44,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=2&xstrana=1&xv=1&xt=1
2,1,31,Růžička Pavel,podnikatel,Praha,28,23,1.32,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=2&xstrana=1&xv=1&xt=1
2,1,24,Spudil Radek,řidič speciálních vozů,Kladno,35,32,1.84,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=2&xstrana=1&xv=1&xt=1
2,1,16,Šinágl Jan,"angaž.občan, nezáv. publicista",Žebrák,57,51,2.94,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=2&xstrana=1&xv=1&xt=1
2,1,15,Štoček Martin  Ing.,statistik - metodik,Příbram,26,47,2.71,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=2&xstrana=1&xv=1&xt=1
2,1,23,Štoček Oldřich,revizní technik elektro,Příbram,57,42,2.42,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=2&xstrana=1&xv=1&xt=1
2,1,11,Šuba Petr,manažer,Dobřeň,31,14,0.80,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=2&xstrana=1&xv=1&xt=1
2,1,26,Vejdovská Denisa,obchodní manažerka,Praha,27,32,1.84,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=2&xstrana=1&xv=1&xt=1
2,1,22,Zelenková Hana,mzdová účetní-personalistika,Běrunice,48,23,1.32,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=2&xstrana=1&xv=1&xt=1
3,1,22,Bártová Miluše,"podnikatelka, OSVČ",Dubné,51,41,3.48,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=3&xstrana=1&xv=1&xt=1
3,1,11,Beštová Vlasta  Mgr.,zástupce ředitele SŠ,Praha,49,16,1.35,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=3&xstrana=1&xv=1&xt=1
3,1,14,Červenka František,podnikatel,Borovany,50,24,2.03,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=3&xstrana=1&xv=1&xt=1
3,1,21,Dřevová Renata,poradkyně,Staré Hodějovice,44,41,3.48,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=3&xstrana=1&xv=1&xt=1
3,1,20,Faktorová Petra,oblastní ředitelka,Dubné,32,63,5.35,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=3&xstrana=1&xv=1&xt=1
3,1,13,Freudl Václav  Ing.,vedoucí projektant,Dobrá Voda u Českých Budějovic,54,19,1.61,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=3&xstrana=1&xv=1&xt=1
3,1,19,Kadlecová Jindra,podnikatelka,České Budějovice,53,37,3.14,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=3&xstrana=1&xv=1&xt=1
3,1,10,Klojdová Milada,prodavačka,České Budějovice,51,28,2.37,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=3&xstrana=1&xv=1&xt=1
3,1,7,Krauskopová Nikola,"podnikatelka, OSVČ",České Budějovice,37,22,1.86,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=3&xstrana=1&xv=1&xt=1
3,1,9,Mecko Josef  Ing.,podnikatel,České Budějovice,47,10,0.84,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=3&xstrana=1&xv=1&xt=1
3,1,16,Pokorný Jiří,podnikatel,České Budějovice,44,14,1.18,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=3&xstrana=1&xv=1&xt=1
3,1,6,Potužák Libor,provozně-obchodní manažer,Třeboň,47,11,0.93,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=3&xstrana=1&xv=1&xt=1
3,1,1,Princ Václav  Ing.,ředitel,Vráto,61,57,4.84,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=3&xstrana=1&xv=1&xt=1
3,1,4,Procházka Václav  Mgr.,jednatel společnosti,Písek,50,21,1.78,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=3&xstrana=1&xv=1&xt=1
3,1,12,Průša Jiří  Ing.,vedoucí projektant,Dobrá Voda u Českých Budějovic,51,28,2.37,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=3&xstrana=1&xv=1&xt=1
3,1,3,Rod Bohumil,starosta obce,Jarošov nad Nežárkou,44,56,4.75,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=3&xstrana=1&xv=1&xt=1
3,1,5,Roche Marcela  Ing.,státní zaměstnanec,Uzeničky,37,43,3.65,0,,Občané,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=3&xstrana=1&xv=1&xt=1
3,1,17,Tomášková Marie,podnikatelka,Borovany,54,31,2.63,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=3&xstrana=1&xv=1&xt=1
3,1,8,Uchytil Jiří,poradce,Bechyně,32,18,1.52,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=3&xstrana=1&xv=1&xt=1
3,1,15,Vacek Václav,trenér hokeje mládeže,České Budějovice,37,38,3.22,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=3&xstrana=1&xv=1&xt=1
3,1,18,Vacková Radka,hypoteční makléřka,České Budějovice,35,21,1.78,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=3&xstrana=1&xv=1&xt=1
3,1,2,Vobruba Pavel  Ing.,manažer prodeje,České Budějovice,44,33,2.80,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=3&xstrana=1&xv=1&xt=1
4,1,20,Dongresová Alena,státní zaměstnanec,Mýto,39,60,7.45,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=4&xstrana=1&xv=1&xt=1
4,1,10,Hošková Zdeňka,podnikatelka,Mýto,52,17,2.11,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=4&xstrana=1&xv=1&xt=1
4,1,15,Kasík Jaroslav,státní zaměstnanec,Mýto,53,28,3.47,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=4&xstrana=1&xv=1&xt=1
4,1,14,Krejčík Zdeněk,profesionální hasič,Cheznovice,48,34,4.22,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=4&xstrana=1&xv=1&xt=1
4,1,3,Kšír František  Ing.,OSVČ,Švihov,49,31,3.85,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=4&xstrana=1&xv=1&xt=1
4,1,12,Kvasničková Eva,jednatel,Únehle,41,10,1.24,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=4&xstrana=1&xv=1&xt=1
4,1,16,Polka Petr,vedoucí prodeje,Volduchy,47,16,1.98,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=4&xstrana=1&xv=1&xt=1
4,1,2,Rážová Alena,jednatel společnosti,Karlovy Vary,52,16,1.98,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=4&xstrana=1&xv=1&xt=1
4,1,18,Reiser Luděk  Bc.,státní zaměstnanec,Plzeň,42,37,4.59,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=4&xstrana=1&xv=1&xt=1
4,1,1,Skála Miroslav  Ing.,"podnikatel, člen městské rady",Mýto,49,49,6.08,0,,Občané,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=4&xstrana=1&xv=1&xt=1
4,1,6,Skála Petr,podnikatel,Plzeň,21,23,2.85,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=4&xstrana=1&xv=1&xt=1
4,1,9,Sládek Pavel,podnikatel,Holoubkov,49,23,2.85,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=4&xstrana=1&xv=1&xt=1
4,1,7,Slíva Rostislav,podnikatel,Nezvěstice,41,12,1.49,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=4&xstrana=1&xv=1&xt=1
4,1,19,Svobodová Hana,ekonomka,Praha,58,27,3.35,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=4&xstrana=1&xv=1&xt=1
4,1,4,Šulc Petr,umělecký keramik,Holoubkov,28,45,5.59,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=4&xstrana=1&xv=1&xt=1
4,1,5,Švandrlíková Ludmila,vedoucí obchodní jednotky,Dalovice,51,5,0.62,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=4&xstrana=1&xv=1&xt=1
4,1,17,Tejček Vladimír  Ing.,technik,Strašice,31,50,6.21,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=4&xstrana=1&xv=1&xt=1
4,1,8,Vondráčková Hana,OSVČ,Staré Sedliště,53,12,1.49,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=4&xstrana=1&xv=1&xt=1
4,1,13,Vondráčková Hana,OSVČ,Staré Sedliště,31,20,2.48,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=4&xstrana=1&xv=1&xt=1
4,1,11,Zlámal Miroslav  Ing.,manažer jakosti,Plzeň,37,27,3.35,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=4&xstrana=1&xv=1&xt=1
5,1,11,Bartůšková Vladimíra,živnostník,Velká Hleďsebe,50,25,2.77,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=5&xstrana=1&xv=1&xt=1
5,1,8,Bohdálek Petr  Ing.,"místostarosta, geolog",Jáchymov,43,29,3.21,0,,ALTER,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=5&xstrana=1&xv=1&xt=1
5,1,10,Brož Jiří  Mgr.,"geograf, obchodník s realitami",Karlovy Vary,40,31,3.44,0,,ALTER,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=5&xstrana=1&xv=1&xt=1
5,1,9,Gabányiová Lucie  JUDr.,notářka,Karlovy Vary,47,94,10.43,0,,ALTER,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=5&xstrana=1&xv=1&xt=1
5,1,13,Havel Bohdan  Mgr.,obchodní manažer,Kraslice,47,54,5.99,0,,ALTER,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=5&xstrana=1&xv=1&xt=1
5,1,4,Houška Richard  Ing.,obchodní ředitel strojírny,Karlovy Vary,46,28,3.10,0,,Občané,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=5&xstrana=1&xv=1&xt=1
5,1,5,Jandová Jana   DiS.,odborný pracovník ŽP,Karlovy Vary,56,36,3.99,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=5&xstrana=1&xv=1&xt=1
5,1,6,Kábrt Tomáš,publicista,Libavské Údolí,45,34,3.77,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=5&xstrana=1&xv=1&xt=1
5,1,3,Kotek Jiří  Ing.,"manažer, zastupitel, vydavatel",Karlovy Vary,52,213,23.64,0,,ALTER,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=5&xstrana=1&xv=1&xt=1
5,1,12,Macek Jiří,stavitel,Nejdek,54,29,3.21,0,,ALTER,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=5&xstrana=1&xv=1&xt=1
5,1,7,Morávek Jiří  MUDr.,venkovský lékař,Žlutice,57,51,5.66,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=5&xstrana=1&xv=1&xt=1
5,1,14,Růžička Jaroslav  RNDr.,"ekolog, zastupitel",Karlovy Vary,48,128,14.20,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=5&xstrana=1&xv=1&xt=1
5,1,1,Šnajdauf František  Ing.,"podnikatel, opoziční zastup.",Františkovy Lázně,56,45,4.99,0,,ALTER,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=5&xstrana=1&xv=1&xt=1
5,1,2,Zámostná Olga,manažer projektu EU,Nová Role,71,51,5.66,0,,ALTER,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=5&xstrana=1&xv=1&xt=1
7,1,4,Brunátová Olga,zpěvačka,Dobřany,48,19,2.79,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=7&xstrana=1&xv=1&xt=1
7,1,11,Copko Tomáš,student VŠ,Česká Lípa,24,40,5.87,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=7&xstrana=1&xv=1&xt=1
7,1,7,Čep Jaroslav,invalidní důchodce,Jablonec nad Nisou,48,12,1.76,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=7&xstrana=1&xv=1&xt=1
7,1,12,Holanová Klára,ekonomka,Praha,34,41,6.02,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=7&xstrana=1&xv=1&xt=1
7,1,1,Hron Vladislav  Ing. arch.,architekt,Liberec,63,50,7.34,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=7&xstrana=1&xv=1&xt=1
7,1,5,Koreček Tomáš  Ing. arch.,architekt,Praha,59,13,1.90,0,,BEZPP,Občané,http://volby.cz/pls/ps2010/ps111?xjazyk=CZ&xkraj=7&xstrana=1&xv=1&xt=1
